(+)-alpha-pinene	CC1=CCC2CC1C2(C)C
bilirubin-bisglucuronoside	CC1=C(NC(=C1CCC(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)CC3=C(C(=C(N3)C=C4C(=C(C(=O)N4)C)C=C)C)CCC(=O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C=C6C(=C(C(=O)N6)C=C)C
biliverdin	CC1=C(C(=CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)NC1=CC4=NC(=O)C(=C4C)C=C)CCC(=O)O
biocytin	C1C2C(C(S1)CCCCC(=O)NCCCCC(C(=O)O)N)NC(=O)N2
biotin	C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2
biotinyl-5-AMP	C1C2C(C(S1)CCCCC(=O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)NC(=O)N2
bromobenzene	C1=CC=C(C=C1)Br
bromobenzene-2,3-dihydrodiol	C1=CC(C(C(=C1)Br)O)O
bromobenzene-2,3-oxide	C1=CC2C(O2)C(=C1)Br
bromobenzene-3,4-dihydrodiol	C1=CC(=CC(C1O)O)Br
bromobenzene-3,4-oxide	C1=CC(=CC2C1O2)Br
bufotenine	CN(C)CCC1=CNC2=C1C=C(C=C2)O
butyrate	CCCC(=O)[O-]
butyryl-CoA	CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
cAMP	C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O
cGMP	C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)O
cPMP	C1C2C(C(C3C(O2)NC4=C(N3)C(=O)NC(=N4)N)(O)O)OP(=O)(O1)O
caffeate	C1=CC(=C(C=C1C=CC(=O)O)O)O
calcidiol	CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
calcitetrol	CC(CCC(C(C)(C)O)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
calcitriol	CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
calcitroic acid	CC(CC(=O)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
carbamoyl-phosphate	C(=O)(N)OP(=O)(O)O
carbonate	C(=O)([O-])[O-]
carboxy-gliclazide	C1CC2CN(CC2C1)NC(=O)NS(=O)(=O)C3=CC=C(C=C3)C(=O)O
carnosine	C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN
cerivastatin	CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)C=CC(CC(CC(=O)O)O)O
cerotic acid	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O
chenodeoxycholoyl-CoA	CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C4CCC5C4(CCC6C5C(CC7C6(CCC(C7)O)C)O)C
chenodiol	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
chloral	C(=O)C(Cl)(Cl)Cl
chloral hydrate	C(C(Cl)(Cl)Cl)(O)O
chloride	[Cl-]
chloroacetic acid	C(C(=O)O)Cl
chloroacetyl chloride	C(C(=O)Cl)Cl
cholate	CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
cholest-5-ene-3beta,7alpha,25-triol	CC(CCCC(C)(C)O)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C
cholest-5-ene-3beta,7alpha,27-triol	CC(CCCC(C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C)CO
cholestenol	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4)O)C)C
cholesterol	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
cholesterol-sulfate	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OS(=O)(=O)O)C)C
choline	C[N+](C)(C)CCO
choloyl-CoA	CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C4CCC5C4(C(CC6C5C(CC7C6(CCC(C7)O)C)O)O)C
chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3	CC1=NN(C(=C1)N)C2=CC=C(C=C2)Cl
chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a	C1=CC=C(C=C1)NC(=O)NN
cimetidine	CC1=C(N=CN1)CSCCNC(=NC)NC#N
cinnavalininate	C1=CC(=C2C(=C1)OC3=CC(=O)C(=C(C3=N2)C(=O)O)N)C(=O)O
cis,cis-3,6-dodecadienoyl-CoA	CCCCCC=CCC=CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
cis,cis-myristo-5,8-dienoyl-CoA	CCCCCC=CCC=CCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
cis-2-hydroxycinnamate	C1=CC=C(C(=C1)C=CC(=O)O)O
cis-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA	CC(C)C(=C)CC=C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
cis-aconitate	C(C(=CC(=O)O)C(=O)O)C(=O)O
cis-beta-D-glucosyl-2-hydroxycinnamate	C1=CC=C(C(=C1)C=CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O
cis-cetoleic acid	CCCCCCCCCCC=CCCCCCCCCCC(=O)O
cis-erucic acid	CCCCCCCCC=CCCCCCCCCCCCC(=O)O
cis-gondoic acid	CCCCCCCCC=CCCCCCCCCCC(=O)O
cis-vaccenic acid	CCCCCCC=CCCCCCCCCCC(=O)O
cis-vaccenoyl-CoA	CCCCCCC=CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
citrate	C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O
citrulline	C(CC(C(=O)O)N)CNC(=O)N
cob(I)alamin	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co]
cob(II)alamin	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co]
cocaine	CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC
coproporphyrin I	CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)CCC(=O)O)C)C(=C4C)CCC(=O)O)C(=C3C)CCC(=O)O)CCC(=O)O
coproporphyrin III	CC1=C(C2=CC3=C(C(=C(N3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1N2)C)CCC(=O)O)C)CCC(=O)O)C)CCC(=O)O)CCC(=O)O
coproporphyrinogen I	CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)C)CCC(=O)O)C)CCC(=O)O)C)CCC(=O)O
coproporphyrinogen III	CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)C)CCC(=O)O)C)CCC(=O)O)CCC(=O)O)C
corticosterone	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O
cortisol	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O
cortisone	CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C
coumarin	C1=CC=C2C(=C1)C=CC(=O)O2
creatine	CN(CC(=O)O)C(=N)N
creatinine	CN1CC(=O)N=C1N
crotonyl-CoA	CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
cyclic-3-hydroxymelatonin	CC(=O)N1CCC2(C1NC3=C2C=C(C=C3)OC)O
cyclosporine	CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
cys-gly	C(C(C(=O)NCC(=O)O)N)S
cysteamine	C(CS)N
cysteine	C(C(C(=O)O)N)S
cystine	C(C(C(=O)O)N)SSCC(C(=O)O)N
cytidine	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
cytosine	C1=C(NC(=O)N=C1)N
dADP	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)O)O
dAMP	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O
dATP	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
dCDP	C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O)O
dCMP	C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O
dCTP	C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
dGDP	C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)O)O
dGMP	C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O
dGTP	C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
dIDP	C1C(C(OC1N2C=NC3=C2N=CNC3=O)COP(=O)(O)OP(=O)(O)O)O
dITP	C1C(C(OC1N2C=NC3=C2N=CNC3=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
dTDP	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)O)O
dTDP-4-dehydro-6-deoxy-L-mannose	CC1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O
dTDP-6-deoxy-L-mannose	CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O)O
dTDP-galactose	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O
dTDP-glucose	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O
dTMP	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)O
dTTP	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
dUDP	C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)O)O
dUMP	C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)O)O
dUTP	C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
deamido-NAD	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)O
debrisoquin	C1CN(CC2=CC=CC=C21)C(=N)N
decanoic acid	CCCCCCCCCC(=O)O
decanoyl-CoA	CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
dehydroalanine	C=C(C(=O)O)N
dehydroascorbic acid	C(C(C1C(=O)C(=O)C(=O)O1)O)O
dehydrocholic acid	CC(CCC(=O)O)C1CCC2C1(C(=O)CC3C2C(=O)CC4C3(CCC(=O)C4)C)C
dehydroepiandrosterone	CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C
dehydroepiandrosterone sulfate	CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)OS(=O)(=O)O)C
dehydrospermidine	C(CC=NCCCN)CN
delta-12-prostaglandin J2	CCCCCC(CC=C1C(C=CC1=O)CC=CCCCC(=O)O)O
delta1-piperideine-2-carboxylate	C1CCN=C(C1)C(=O)O
delta2-THA-CoA	CCC=CCC=CCC=CCC=CCC=CCC=CCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
deoxyadenosine	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O
deoxycholoyl-CoA	CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C4CCC5C4(C(CC6C5CCC7C6(CCC(C7)O)C)O)C
deoxycytidine	C1C(C(OC1N2C=CC(=NC2=O)N)CO)O
deoxyguanosine	C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)O
deoxyhypusine	C(CCNCCCCN)CC(C(=O)O)N
deoxyinosine	C1C(C(OC1N2C=NC3=C2N=CNC3=O)CO)O
deoxyribose	C(C=O)C(C(CO)O)O
deoxyuridine	C1C(C(OC1N2C=CC(=O)NC2=O)CO)O
dephospho-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O
desmosterol	CC(CCC=C(C)C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
dextrin	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O
dichloroacetate	C(C(=O)[O-])(Cl)Cl
dichloroacetyl chloride	C(C(=O)Cl)(Cl)Cl
digalactosylceramide	C(C1C(C(C(C(O1)N(C2C(C(C(C(O2)CO)O)O)O)C(=O)C(CO)N)O)O)O)O
dihomo-gamma-linolenate	CCCCCC=CCC=CCC=CCCCCCCC(=O)O
dihomo-gamma-linolenoyl-CoA	CCCCCC=CCC=CCC=CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
dihydrobiopterin	CC(C(C1=NC2=C(NC1)N=C(NC2=O)N)O)O
dihydrofolate	C1C(=NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
dihydrolipoamide	C(CCC(=O)N)CC(CCS)S
dihydrolipoate	C(CCC(=O)O)CC(CCS)S
dihydroneopterin	C1C(=NC2=C(N1)N=C(NC2=O)N)C(C(CO)O)O
dihydrothymine	CC1CNC(=O)NC1=O
dimethylallyl-PP	CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C
dimethylamine	CNC
dimethylglycine	CN(C)CC(=O)O
disialylgalactosylgloboside	CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OCC(C(C(C(C=O)NC(=O)C)OC2C(C(C(C(O2)CO)O)OC3(CC(C(C(O3)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)O
dithiothreitol	C(C(C(CS)O)O)S
docosanoyl-CoA	CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
docosanoylcarnitine	CCCCCCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
dodecanoylcarnitine	CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
dolichyl-diphosphate	CC(CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)CCOP(=O)(O)OP(=O)(O)O
dolichyl-phosphate	CC(CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)CCOP(=O)(O)O
dolichyl-phosphate-D-mannose	CC(CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)CCOP(=O)(O)OC1C(C(C(C(O1)CO)O)O)O
dopachrome-O-semiquinone	C1C(NC2=CC(=C(C=C21)O)O)C(=O)O
dopamine	C1=CC(=C(C=C1CCN)O)O
dopamine-3-O-sulfate	C1=CC(=C(C=C1CCN)OS(=O)(=O)O)O
dopaminochrome	C1CNC2=CC(=O)C(=O)C=C21
dynorphin A-(1-8)	CCC(C)C(C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)N
ebastine	CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4
ecgonine	CN1C2CCC1C(C(C2)O)C(=O)O
ecgonine-methyl ester	CN1C2CCC1C(C(C2)O)C(=O)OC
edaravone	CC1=NN(C(=O)C1)C2=CC=CC=C2
eicosadienoylcarnitine	CCCCCCCCCCCCCCCC=CC=CC(=O)C(CC(=O)[O-])(C[N+](C)(C)C)O
eicosanoate	CCCCCCCCCCCCCCCCCCCC(=O)O
eicosanoyl-CoA	CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
eicosanoylcarnitine	CCCCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
elaidate	CCCCCCCCC=CCCCCCCCC(=O)[O-]
erythrose-4-phosphate	C(C(C(C=O)O)O)OP(=O)(O)O
estradiol-17beta	CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
estradiol-17beta 3-glucuronide	CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC5C(C(C(C(O5)C(=O)O)O)O)O
estriol	CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O
estrone	CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O
estrone 3-sulfate	CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O
estrone-2,3-quinone	CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34
estrone-3,4-quinone	CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=O)C4=O
estrone-glucuronide	CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OC5C(C(C(C(O5)C(=O)O)O)O)O
ethanol	CCO
ethanolamine	C(CO)N
etiocholan-3alpha-ol-17-one 3-glucuronide	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)OC5C(C(C(C(O5)C(=O)O)O)O)O
etiocholanolone	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O
farnesyl-PP	CC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C
farnesylcysteine	CC(=CCCC(=CCCC(=CCSCC(C(=O)O)N)C)C)C
fibrinogen	C(C(C(C(C(CO)O)O)O)O)O
fluvastatin	CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F
folate	C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
formaldehyde	C=O
formamidopyrimidine nucleoside triphosphate	C(C1C(C(C(O1)NC2=C(C(=O)NC(=N2)N)NC=O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O
formate	C(=O)[O-]
formyl-5-hydroxykynurenamine	C1=CC(=C(C=C1O)C(=O)CCN)NC=O
formyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC=O)O
formyl-N-acetyl-5-methoxykynurenamine	CC(=O)NCCC(=O)C1=C(C=CC(=C1)OC)NC=O
formylanthranilate	C1=CC=C(C(=C1)C(=O)O)NC=O
formylglutathione	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)NC=O
fructose	C1C(C(C(C(O1)(CO)O)O)O)O
fructose-1,6-bisphosphate	C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O
fructose-1-phosphate	C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)O
fructose-2,6-bisphosphate	C(C1C(C(C(O1)(CO)OP(=O)(O)O)O)O)OP(=O)(O)O
fructose-3-phosphate	C(C(C(C(C(=O)CO)OP(=O)(O)O)O)O)O
fructose-6-phosphate	C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O
fructoseglycine	C(C(C(C(C(=O)CNCC(=O)O)O)O)O)O
fumarate	C(=CC(=O)[O-])C(=O)[O-]
fumarylacetoacetate	C(C(=O)CC(=O)O)C(=O)C=CC(=O)O
galactitol	C(C(C(C(C(CO)O)O)O)O)O
galactose	C(C1C(C(C(C(O1)O)O)O)O)O
galactose-1-phosphate	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
galactosylglycerol	C(C1C(C(C(C(O1)OCC(CO)O)O)O)O)O
gamma-CEHC-glucuronide	CC1=C(C=C2CCC(OC2=C1C)(C)CCC(=O)O)OC3C(C(C(C(O3)C(=O)O)O)O)O
gamma-L-glutamyl-L-alanine	CC(C(=O)O)NC(=O)CCC(C(=O)O)N
gamma-butyrobetaine	C[N+](C)(C)CCCC(=O)[O-]
gamma-carboxyethyl-hydroxychroman	CC(C1CC(OC2=CC=CC=C12)O)C(=O)O
gamma-glutamyl-3-aminopropiononitrile	C(CNC(=O)CCC(C(=O)O)N)C#N
gamma-glutamyl-beta-cyanoalanine	C(CC(=O)NC(CC#N)C(=O)O)C(C(=O)O)N
gamma-glutamyl-cysteine	C(CC(=O)NC(CS)C(=O)O)C(C(=O)O)N
gamma-hydroxy-3-pyridinebutanoate	C1=CC(=CN=C1)C(CCC(=O)O)O
gamma-linolenate	CCCCCC=CCC=CCC=CCCCCC(=O)[O-]
gamma-linolenoyl-CoA	CCCCCC=CCC=CCC=CCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
gamma-tocopherol	CC1=C(C=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)O
gamma-tocopheryl-quinone	CC1=C(C(=O)C(=CC1=O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O)C
gamma-tocotrienol	CC1=C(C=C2CCC(OC2=C1C)(C)CCC=C(C)CCC=C(C)CCC=C(C)C)O
gentisate aldehyde	C1=CC(=C(C=C1O)C=O)O
geranyl-PP	CC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C
globo-H	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(OC(C3O)CO)O)NC(=O)C)CO)O)O)O)O)O
globoside	CCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)O)NC(=O)C)O)O)O)O)O)C(C=CCCCCCCCCCCCCC)O
glucosamine	C(C1C(C(C(C(O1)O)N)O)O)O
glucosamine-6-phosphate	C(C1C(C(C(C(O1)O)N)O)O)OP(=O)(O)O
glucose	C(C1C(C(C(C(O1)O)O)O)O)O
glucose-1,6-bisphosphate	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)OP(=O)(O)O
glucose-1-phosphate	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
glucose-6-phosphate	C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O
glucuronate	C1(C(C(OC(C1O)O)C(=O)O)O)O
glutamate	C(CC(=O)O)C(C(=O)O)N
glutamine	C(CC(=O)N)C(C(=O)O)N
glutaryl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)O)O
glutathione episulfonium ion	C1C[S+]1CC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
glutathionyl-3-hydroxykynurenine glucoside	C1=CC(=C(C(=C1)OC2C(C(C(C(O2)CO)O)O)O)N)C(=O)CC(C(=O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
glyceraldehyde	C(C(C=O)O)O
glycerate	C(C(C(=O)O)O)O
glycerol	C(C(CO)O)O
glycerone	C(C(=O)CO)O
glycinamide	C(C(=O)N)N
glycine	C(C(=O)O)N
glycochenodeoxycholate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
glycocholate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
glycodehydrocholic acid	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(=O)CC3C2C(=O)CC4C3(CCC(=O)C4)C)C
glycodeoxycholate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C
glycogen	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3C(OC(C(C3O)O)O)CO)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O
glycohyocholic acid	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C
glycohyodeoxycholic acid	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C
glycolaldehyde	C(C=O)O
glycolate	C(C(=O)O)O
