(+)-alpha-pinene	CC1=CCC2CC1C2(C)C
leukotriene B5	CCC=CCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O
leukotriene C4	CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
leukotriene C5	CCC=CCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
leukotriene D5	CCC=CCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)NCC(=O)O)N
leukotriene E4	CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)O)N
leukotriene F4	CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)O)NC(=O)CCC(C(=O)O)N
lignocerate	CCCCCCCCCCCCCCCCCCCCCCCC(=O)[O-]
limonene	CC1=CCC(CC1)C(=C)C
linoleate	CCCCCC=CCC=CCCCCCCCC(=O)O
linoleic-carnitine	
linolenate	CCC=CCC=CCC=CCCCCCCCC(=O)O
linolenoyl-CoA	
linoleoyl-CoA	CCCCCC=CCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
lipid droplet	
lipid_pool_biomass	
lipoamide	C1CSSC1CCCCC(=O)N
lipoic acid	C1CSSC1CCCCC(=O)O
lipoxin A4	CCCCCC(C=CC=CC=CC=CC(C(CCCC(=O)O)O)O)O
lipoxin B4	CCCCCC(C(C=CC=CC=CC=CC(CCCC(=O)O)O)O)O
lithocholate	CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C
lovastatin lactone form	
lovastatin-hydroxyacid form	
lysine	C(CCN)CC(C(=O)O)N
lysyl-proline	C1CC(N(C1)C(=O)C(CCCCN)N)C(=O)O
m2emgacpail heparan sulfate	
m2gacpail heparan sulfate	
m3emgacpail heparan sulfate	
m3gacpail heparan sulfate	
m3gacpail_prot heparan sulfate	
malate	C(C(C(=O)O)O)C(=O)O
malonate	C(C(=O)[O-])C(=O)[O-]
malonic-dialdehyde	
malonyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O
malonyl-[ACP]	
malonyl-carnitin	
maltodecaose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(C(C9O)O)OC1C(OC(C(C1O)O)O)CO)CO)CO)CO)CO)CO)CO)CO)CO)O)O)O)O
maltoheptaose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)O)CO)CO)CO)CO)CO)CO)O)O)O)O
maltohexaose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)O)CO)CO)CO)CO)CO)O)O)O)O
maltononaose	C(C1C(C(C(C(O1)OCC(C(C(C(C=O)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)O)O)O)O
maltopentaose	
maltose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
maltotetraose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O
maltotriose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O
mannose	C(C1C(C(C(C(O1)O)O)O)O)O
mannose-1-phosphate	C(C1C(C(C(C(O1)OP(=O)([O-])[O-])O)O)O)O
mannose-6-phosphate	C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O
margaric acid	CCCCCCCCCCCCCCCCC(=O)O
mead acid	CCCCCCCCC=CCC=CCC=CCCCC(=O)O
melatonin	CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
melatonin radical	CC(=O)NCCC1([CH]NC2=C1C=C(C=C2)OC)O
mem2emgacpail heparan sulfate	
mem2emgacpail_prot heparan sulfate	
memgacpail heparan sulfate	
mercaptopyruvate	C(C(=O)C(=O)O)S
mesaconate	CC(=CC(=O)O)C(=O)O
mesaconyl-CoA	CC(=CC(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
metabolite_pool_biomass	
metformin	CN(C)C(=N)N=C(N)N
methacrylyl-CoA	CC(=C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
methaneselenol	C[Se]
methanol	CO
methionine	CSCCC(C(=O)O)N
methylamine	CN
methylglyoxal	CC(=O)C=O
methylimidazole-acetaldehyde	CN1C=C(N=C1)CC=O
methylimidazoleacetic acid	CN1C=C(N=C1)CC(=O)O
methylmalonate	CC(C(=O)O)C(=O)O
methylmalonyl-CoA	CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
methylthioribose-1p	
mgacpail heparan sulfate	
mitoApo-[ACP]	
mitothioredoxin	
monodehydroascorbate	
monofucosyllactoisooctaosylceramide	
monosialylgalactosylgloboside	
myo-inositol-hexakisphosphate	
myristic acid	CCCCCCCCCCCCCC(=O)O
myristoyl-CoA	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
n2m2masn	
n2m2mn	
n2m2nm	
n2m2nmasn	
n2m2nmn	
n3m2masn	
n4m2masn	
n5m2masn	
nLc5Cer	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)O)OC5C(C(C(C(O5)CO)O)O)O)O)O)NC(=O)C)O)O)O)NC(=O)C)O
nLc6Cer	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)O)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)O)O)O)O)NC(=O)C)O)O)NC(=O)C)O)O)O)NC(=O)C)O
nLc7Cer	
nLc8Cer	
naphthalene	C1=CC=C2C=CC=CC2=C1
naphthalene-1,2-diol	C1=CC=C2C(=C1)C=CC(=C2O)O
neocasomorphin	CCC(C)C(C(=O)O)NC(=O)C1CCCN1C(=O)C(CCC(=O)O)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC3=CC=C(C=C3)O)N
neocasomorphin (1-5)	CC(C)C(C(=O)NC(CCC(=O)O)C(=O)N1CCCC1C(=O)O)NC(=O)C2CCCN2C(=O)C(CC3=CC=C(C=C3)O)N
nervonic acid	CCCCCCCCC=CCCCCCCCCCCCCCC(=O)O
neungc	C1C(C(C(OC1(C(=O)O)O)C(C(CO)O)O)NC(=O)CO)O
neuromedin N	CCC(C)C(C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C2CCCN2C(=O)C(C(C)CC)NC(=O)C(CCCCN)N
neuromedin N(1-4)	
nicotinamide	C1=CC(=CN=C1)C(=O)N
nicotinamide D-ribonucleotide	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)[O-])O)O)C(=O)N
nicotinamide ribonucleoside	C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N
nicotinate	C1=CC(=CN=C1)C(=O)[O-]
nicotinate D-ribonucleoside	C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)O
nicotinate ribonucleotide	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O
nifedipine	CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
nitrite	N(=O)[O-]
nitrogen	N#N
nitryl-chloride	[NH+](=O)[O-].[Cl-]
nm2masn	
nm4masn	
nonadecanoyl-CoA	CCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
nonadecanoylcarnitine	CCCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
nonadecylic acid	CCCCCCCCCCCCCCCCCCC(=O)O
nonanoic acid	CCCCCCCCC(=O)O
nonanoyl-CoA	CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
nonanoyl-[ACP]	
noradrenaline	C1=CC(=C(C=C1C(CN)O)O)O
norepinephrine sulfate	C1=CC(=C(C=C1C(CN)O)O)OS(=O)(=O)O
normetanephrine	COC1=C(C=CC(=C1)C(CN)O)O
ocosatetraenoylcarnitine	
octadecatrienoylcarnitine	CCCCCCCCCCCC=CC=CC=CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
octadecenoylcarnitine(11)	
octadecenoylcarnitine(5)	
octadecenoylcarnitine(7)	
octanoic acid	CCCCCCCC(=O)O
octanoyl-CoA	CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
octanoyl-[ACP]	
oleate	CCCCCCCCC=CCCCCCCCC(=O)O
oleoyl-CoA	CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
omega-3-arachidonic acid	CCC=CCC=CCC=CCC=CCCCCCCC(=O)O
omega-COOH-dinor-LTE4-CoA	
omega-COOH-tetranor-LTE3-CoA	
omega-carboxy-trinor-LTB4	
omega-muricholic acid	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C
omega-muricholoyl-CoA	
omeprazole	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
ornithine	C(CC(C(=O)O)N)CN
orotate	C1=C(NC(=O)NC1=O)C(=O)[O-]
orotidine-5-phosphate	
oxalate	C(=O)(C(=O)[O-])[O-]
oxidized thioredoxin	
oxypurinol	C1=NNC2=C1C(=O)NC(=O)N2
oxypurinol-1-riboside	
oxypurinol-7-riboside	C1C(C(C(C(O1)O[N+]23C4=CN=CN=C4N=C2O3)O)O)O
paclitaxel	CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
palmitate	CCCCCCCCCCCCCCCC(=O)O
palmitolate	
palmitoleoyl-CoA	CCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
palmitoleoyl-carnitine	CCCCCCC=CCCCCCCCC(=O)C(CC(=O)[O-])(C[N+](C)(C)C)O
palmitoyl-CoA	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
pantetheine	CC(C)(CO)C(C(=O)NCCC(=O)NCCS)O
pantothenate	CC(C)(CO)C(C(=O)NCCC(=O)O)O
paragloboside	
pentadecanoyl-CoA	CCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
pentadecanoyl-[ACP]	
pentadecanoylcarnitine	CCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
pentadecylic acid	CCCCCCCCCCCCCCC(=O)O
pentaglutamyl-folate(DHF)	
pentaglutamyl-folate(THF)	
pentanoyl-CoA	CCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
pentanoyl-[ACP]	
perillyl alcohol	CC(=C)C1CCC(=CC1)CO
peroxynitrite	
phenethylamine	C1=CC=C(C=C1)CCN
phenylacetaldehyde	C1=CC=C(C=C1)CC=O
phenylacetate	C1=CC=C(C=C1)CC(=O)[O-]
phenylacetyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O
phenylacetylglutamine	C1=CC=C(C=C1)CC(=O)NC(CCC(=O)N)C(=O)O
phenylacetylglycine	C1=CC=C(C=C1)CC(=O)NCC(=O)O
phenylalanine	C1=CC=C(C=C1)CC(C(=O)O)N
phenylpyruvate	C1=CC=C(C=C1)CC(=O)C(=O)O
phosphatidate-CL pool	
phosphatidate-LD-PC pool	
phosphatidate-LD-PE pool	
phosphatidate-LD-PI pool	
phosphatidate-LD-PS pool	
phosphatidate-LD-SM pool	
phosphatidate-LD-TAG pool	
phosphatidate-bile-PC pool	
phosphatidylinositol-3,4,5-trisphosphate	CC(=O)OC(COP(=O)(O)OC1C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)OC(=O)C
phosphatidylinositol-3,5-bisphosphate	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OC1C(C(C(C(C1O)OP(=O)(O)O)O)OP(=O)(O)O)O)OC(=O)CCCC=CCC=CCC=CC=CCCCCCC
phosphatidylinositol-4,5-bisphosphate	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OC1C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)O)O)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC
phosphocholine	C[N+](C)(C)CCOP(=O)(O)O
phosphodimethylethanolamine	CN(C)CCOP(=O)(O)O
phospholipids extracellular pool	
phosphopantetheine	CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O
phylloquinone	CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C
physeteric acid	CCCCCCCCC=CCCCC(=O)O
phytanic acid	CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)O
phytanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
picolinic acid	C1=CC=NC(=C1)C(=O)O
pitavastatin	C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)O)O)O)C4=CC=C(C=C4)F
pitavastatin-M13	
pitavastatin-M3	
pitavastatin-glucuronide	
pitavastatin-lactone	C1CC1C2=NC3=CC=CC=C3C(=C2C=CC4CC(CC(=O)O4)O)C5=CC=C(C=C5)F
plasminogen	
porphobilinogen	C1=C(C(=C(N1)CN)CC(=O)O)CCC(=O)O
pravastatin	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O
pravastatin glucuronide	
pregn-5-ene-3,20-dione	CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(=O)C4)C)C
pregn-5-ene-3,20-dione-17-ol	CC(=O)C1(CCC2C1(CCC3C2CC=C4C3(CCC(=O)C4)C)C)O
pregnenolone	CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
pregnenolone sulfate	CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OS(=O)(=O)O)C)C
presqualene-PP	
previtamin D3	CC1=C(CC(CC1)O)C=CC2=CCCC3(C2CCC3C(C)CCCC(C)C)C
pristanic acid	CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)O
progesterone	CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
proline	C1CC(NC1)C(=O)O
propane-1,2-diol	CC(CO)O
propanoate	CCC(=O)[O-]
propanoyl-CoA	CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
propanoyl-[ACP]	
propinol adenylate	CCC(=O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
prostaglandin A1	CCCCCC(C=CC1C=CC(=O)C1CCCCCCC(=O)O)O
prostaglandin A2	CCCCCC(C=CC1C=CC(=O)C1CC=CCCCC(=O)O)O
prostaglandin B1	CCCCCC(C=CC1=C(C(=O)CC1)CCCCCCC(=O)O)O
prostaglandin B2	CCCCCC(C=CC1=C(C(=O)CC1)CC=CCCCC(=O)O)O
prostaglandin C1	CCCCCC(C=CC1=CCC(=O)C1CCCCCCC(=O)O)O
prostaglandin C2	CCCCCC(C=CC1=CCC(=O)C1CC=CCCCC(=O)O)O
prostaglandin D1	CCCCCC(C=CC1C(C(CC1=O)O)CCCCCCC(=O)O)O
prostaglandin D2	CCCCCC(C=CC1C(C(CC1=O)O)CC=CCCCC(=O)O)O
prostaglandin D3	CCC=CCC(C=CC1C(C(CC1=O)O)CC=CCCCC(=O)O)O
prostaglandin E1	CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O
prostaglandin E2	CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
prostaglandin E3	CCC=CCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
prostaglandin F1alpha	CCCCCC(C=CC1C(CC(C1CCCCCCC(=O)O)O)O)O
prostaglandin F2alpha	CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
prostaglandin F2beta	CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
prostaglandin G1	CCCCCC(C=CC1C2CC(C1CCCCCCC(=O)O)OO2)OO
prostaglandin G2	CCCCCC(C=CC1C2CC(C1CC=CCCCC(=O)O)OO2)OO
prostaglandin H1	CCCCCC(C=CC1C2CC(C1CCCCCCC(=O)O)OO2)O
prostaglandin H2	CCCCCC(C=CC1C2CC(C1CC=CCCCC(=O)O)OO2)O
prostaglandin I2	CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O
prostaglandin J2	CCCCCC(C=CC1C(C=CC1=O)CC=CCCCC(=O)O)O
prostaglandin-PGB2-glyceryl ester	
prostaglandin-PGE2-1-glyceryl ester	CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)OCC(CO)O)O)O
prostaglandin-PGE2-3-glyceryl ester	
prostaglandin-PGE2-glyceryl ester	CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)OC(CO)CO)O)O
protein_pool_biomass	
prothrombin	
protoporphyrin	CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C
protoporphyrinogen IX	CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)CCC(=O)O)C)C=C)C)C=C)C
provitamin D3	CC(C)CCCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C
psychosine	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)O)O)O)N)O
putrescine	C(CCN)CN
pyridoxal	CC1=NC=C(C(=C1O)C=O)CO
pyridoxal-phosphate	CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O
pyridoxamine	CC1=NC=C(C(=C1O)CN)CO
pyridoxamine-phosphate	CC1=NC=C(C(=C1O)CN)COP(=O)(O)O
pyridoxine	CC1=NC=C(C(=C1O)CO)CO
pyridoxine-phosphate	CC1=NC=C(C(=C1O)CO)COP(=O)(O)O
pyruvate	CC(=O)C(=O)[O-]
quinolinate	C1=CC(=C(N=C1)C(=O)O)C(=O)O
quinonoid dihydrobiopterin	CC(C(C1=NC2=C(NC1)N=C(NC2=O)N)O)O
retinal	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=O)C)C
retinoate	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
retinol	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
retinoyl-glucuronide	
retinyl palmitate	CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C
retinyl-ester	CC1CCCC(C1C=CC(=CC=CC(=CC(=O)O)C)C)(C)C
reverse triiodthyronine	
ribitol	C(C(C(C(CO)O)O)O)O
riboflavin	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O
ribose	C1C(C(C(C(O1)O)O)O)O
ribose-1-phosphate	C(C1C(C(C(O1)OP(=O)(O)O)O)O)O
ribose-5-phosphate	C(C(C(C(C=O)O)O)O)OP(=O)(O)O
ribulose-5-phosphate	C(C(C(C(=O)CO)O)O)OP(=O)(O)O
rosuvastatin	CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C
rosuvastatin-5S-lactone	CC(C)C1=NC(=NC(=C1C=CC2CC(CC(=O)O2)O)C3=CC=C(C=C3)F)N(C)S(=O)(=O)C
rosuvastatin-glucuronide	
saccharopine	C(CCNC(CCC(=O)O)C(=O)O)CC(C(=O)O)N
salsolinol	CC1C2=CC(=C(C=C2CCN1)O)O
salsolinol-1-carboxylate	CC1(C2=CC(=C(C=C2CCN1)O)O)C(=O)O
sarcosine	CNCC(=O)O
se-methyl-L-selenocysteine	C[Se]CC(C(=O)O)N
sedoheptulose-1,7-bisphosphate	C(C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)O)OP(=O)(O)O
sedoheptulose-7-phosphate	C(C(C(C(C(C(=O)CO)O)O)O)O)OP(=O)(O)O
selenate	[O-][Se](=O)(=O)[O-]
selenide	[Se-2]
selenite	[O-][Se](=O)[O-]
selenocysteine	C(C(C(=O)O)N)[Se]
selenomethionine	C[Se]CCC(C(=O)O)N
serine	C(C(C(=O)O)N)O
serotonin	C1=CC2=C(C=C1O)C(=CN2)CCN
sialyl(1,3)-sialyl(2,6)-galactosylgloboside	
sialyl(2,3)-sialyl(2,6)-galactosylgloboside	
sialyl-3-paragloboside	
sialyl-T antigen	
sialyl-Tn antigen	
sialyl-galactosylgloboside	
simvastatin dihydroxy acid form	
simvastatin lactone form	
simvastatin-acyl-glucuronide	
sn-glycerol-3-PC	
sn-glycerol-3-PE	
sn-glycerol-3-phosphate	C(C(COP(=O)(O)O)O)O
spermidine	C(CCNCCCN)CN
spermidine dialdehyde	
spermidine monoaldehyde 1	C(CC=O)CNCCCN
spermidine monoaldehyde 2	
spermine	C(CCNCCCN)CNCCCN
spermine dialdehyde	C(CCNCCC=O)CNCCC=O
spermine monoaldehyde	C(CC[NH2+]CCC=O)C[NH2+]CCC[NH3+]
sphinganine	CCCCCCCCCCCCCCCC(C(CO)N)O
sphinganine-1-phosphate	CCCCCCCCCCCCCCCC(C(COP(=O)(O)O)N)O
sphingosine	CCCCCCCCCCCCCC=CC(C(CO)N)O
sphingosine-1-phosphate	CCCCCCCCCCCCCC=CC(C(COP(=O)(O)O)N)O
sphingosylphosphorylcholine	CCCCCCCCCCCCCC=CC(C(COP(=O)([O-])OCC[N+](C)(C)C)N)O
squalene	CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C
squalene 2,3-oxide	CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC1C(O1)(C)C)C)C)C
starch structure 1	
starch structure 2	
stearate	CCCCCCCCCCCCCCCCCC(=O)[O-]
stearidonic acid	CCC=CCC=CCC=CCC=CCCCCC(=O)O
stearoyl-CoA	CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
stearoylcarnitine	CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
steroids	
succinate	C(CC(=O)[O-])C(=O)[O-]
succinate semialdehyde	C(CC(=O)[O-])C=O
succinyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O
sucrose	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O
sulfate	[O-]S(=O)(=O)[O-]
sulfatide	
sulfatide galactocerebroside	
sulfite	[O-]S(=O)[O-]
sulfochenodeoxycholate	
sulfoglycolithocholate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OS(=O)(=O)[O-])C)C
sulfotaurolithocholate	
sulphate-conjugate of thiomethyl-acetaminophen	
sulphate-conjugate-3-methoxy-acetaminophen	
sulphate-conjugate-acetaminophen	
tRNA(ala)	
tRNA(arg)	
tRNA(asn)	
tRNA(asp)	
tRNA(cys)	
tRNA(gln)	
tRNA(glu)	
tRNA(gly)	
tRNA(his)	
tRNA(ile)	
tRNA(leu)	
tRNA(lys)	
tRNA(met)	
tRNA(phe)	
tRNA(pro)	
tRNA(ser)	
tRNA(thr)	
tRNA(trp)	
tRNA(tyr)	
tRNA(val)	
tagatose-1,6-bisphosphate	
taurine	C(CS(=O)(=O)O)N
taurine conjugate of S-ibuprofen	
tauro-alpha-muricholic acid	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C
tauro-beta-muricholic acid	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C
tauro-hyodeoxycholic acid	
